net_pnl,max_monthly_cap,avg_monthly_cap_req,final_price,min_price,max_price
-473.092610179267,364.5212808045135,7.755616560319116,602182.0077280342,94207.91258918421,1839012.2106290446
-1061.0186566203959,365.60154475945274,17.393748469186825,2912388.1689952137,90182.29435106732,3420178.5535532553
-16794.745377526073,5720.797916093958,275.32372516567085,295089.564742047,25372.45240561135,408395.0637083644
-19753.98788454328,5381.67767995179,554.7454259993953,71741.08420334921,50607.28163708091,354185.53028143186
3791.215207839603,4805.086643955801,748.1144394371901,27308.96182567643,20666.387416816167,153876.4127170645
31330.080747685904,5082.757072667075,404.3766888785166,34914.207656920764,7680.315353065072,236385.0472632189
-30877.84117011027,5216.118226617873,506.3058346242434,261406.18951662697,14232.311065020247,262764.624817296
-7985.325751957775,5153.114582110546,773.5456354158537,35287.678516939995,21573.47892795955,137406.3468525479
9489.241239263272,4419.95257748833,630.0131994107186,32426.80665635147,28367.463133583988,271689.0338378668
-5329.05835264527,2228.386878961628,87.36161233844705,2912170.6573781897,83912.32703463791,4354850.983810577
-17129.39478179326,3029.4592847881067,434.68984350043513,74664.48234043237,38664.53519830568,347942.5896755601
7672.725618259734,4460.071483369677,367.3059186915818,58731.481633424664,35825.76935223639,447480.0419637881
-51289.75505480589,4590.660708456529,842.246135048165,128458.53913111029,43443.42157636642,274265.2753422325
-1353.0115175487495,364.5212808045135,22.180516681127045,2341005.2713927086,91268.38005246838,4397740.966780436
-1913.5106324431147,1516.9863966738849,31.369026761362537,3245307.2635894828,84526.18463670036,6523508.525896033
-20297.230260885895,5480.995551114051,382.3979110847492,67928.12208883764,54194.489007663804,731114.0926991908
-15830.846009184123,3292.883480166234,259.52502894392825,311207.00236877747,27119.160025915942,550813.5702023807
40159.795031896705,3099.9524804776083,381.13905360907285,12585.387667170553,12585.387667170553,186642.87787225095
-1084.1311559580488,364.5212808045135,17.777277917072453,224947.69183069104,95448.90312897725,1374606.8593881174
48005.79743847788,3369.53668895641,295.95288929151064,13345.588844481035,7575.393686758111,171451.36251168023
-18923.279361230376,4264.487197454546,310.37486704099985,181738.78889008623,52107.93498473727,386446.421285891
-20448.670379696297,5722.148093973396,503.3539761994726,71577.61310274813,55330.09671465746,229965.46245800346
-15414.772296090483,3517.064175404161,541.2019728344835,60470.04718022574,38308.537162589346,328385.5912861405
-26880.933185541886,4188.858034981389,440.6711037951908,453163.3444576989,41284.358384443934,593099.2290608049
-16850.18426687888,5068.046824603793,276.23252896523,1735011.7403233473,21659.766733313354,1873556.6754390618
-16890.009944551042,4198.999808472887,276.8854089282482,1435484.4729550234,72556.51166105263,1436208.7508845227
-3905.36565303352,2856.974723802683,64.02238775464788,2507416.5564544494,66642.61475638505,2532861.992778702
-3758.223129233866,1490.880508525186,86.05087930752543,103198.16721273637,80887.41011525542,593315.1095260956
-19436.54567319753,3121.587294901634,319.7401640675649,133119.65782477972,17466.710860304516,176521.33195389216
-2917.78050529793,1559.7038118697747,47.83246729996664,867502.1110128402,77426.64610913773,2293691.039349695
-22037.493802111272,4531.958146444205,361.27039019854544,5645586.981572973,45197.93053329053,6431893.953844091
-10018.244924603292,3451.8996859095423,164.23352415471066,456468.6064726131,66039.83242333092,962085.7255156263
69538.52158544323,532.0091048686645,27.00785901667943,8164.2800264662865,4135.828744983132,118446.05010090045
-4976.515068937667,2150.7064504321424,81.58221605674481,413287.8046291844,66852.35724910666,1044708.721244751
-15658.507953976849,2940.2253298736177,258.11251148954295,108359.63085178199,76125.98680672588,544886.7981052648
-16933.4932035985,5352.513062448357,277.5982492393199,833475.6641473856,70090.51944283125,3023862.203310617
67243.41514693332,2884.355707283379,85.24093001289576,8756.217029785543,5384.626817824334,205354.61135423568
-3610.844176559693,845.6283663633039,59.19434060510562,418569.23432337056,92256.74035037115,471942.66243904456
-17331.211255098417,2527.8907240901826,284.13317598114725,371001.43226854556,24733.12727699511,396286.4168465372
